sql,sentences_fr
"SELECT state_name FROM state WHERE state_name IN ( SELECT border FROM border_info WHERE state_name = ""oklahoma"" ) ORDER BY population DESC LIMIT 1;",quel état bordant l'oklahoma a la plus grande population
"SELECT state_name FROM state WHERE state_name IN ( SELECT border FROM border_info WHERE state_name = ""oklahoma"" ) ORDER BY population DESC LIMIT 1;",lequel des états bordant l'oklahoma a la plus grande population
"SELECT state_name FROM state WHERE state_name IN ( SELECT border FROM border_info WHERE state_name = ""oklahoma"" ) ORDER BY population DESC LIMIT 1;",quel état qui borde l'oklahoma a la population la plus élevée
"SELECT state_name FROM state WHERE state_name IN ( SELECT border FROM border_info WHERE state_name = ""oklahoma"" ) ORDER BY population DESC LIMIT 1;",quel est l'état le plus peuplé bordant l'oklahoma
"SELECT state_name FROM highlow WHERE highest_elevation = ( SELECT MAX ( highest_elevation ) FROM highlow WHERE state_name IN ( SELECT traverse FROM river WHERE river_name = ""colorado"" ) );",quel état contient le point le plus élevé de ceux que traverse le fleuve colorado
SELECT state_name FROM city WHERE population = ( SELECT MAX ( t1.population ) FROM state AS t2 JOIN city AS t1 ON t2.capital = t1.city_name );,quel état a le plus grand capital
SELECT state_name FROM city WHERE population = ( SELECT MAX ( t1.population ) FROM state AS t2 JOIN city AS t1 ON t2.capital = t1.city_name );,quelle capitale de l'état est la plus grande
SELECT DISTINCT traverse FROM river WHERE LENGTH = ( SELECT MAX ( DISTINCT LENGTH ) FROM river );,quel état a le plus long fleuve
SELECT state_name FROM city GROUP BY state_name ORDER BY SUM ( population ) LIMIT 1;,quel état a la plus petite population urbaine
"SELECT border FROM border_info WHERE state_name IN ( SELECT border FROM border_info WHERE state_name = ""colorado"" );",quels états bordent les états qui bordent le colorado
"SELECT border FROM border_info WHERE state_name IN ( SELECT traverse FROM river WHERE river_name = ""mississippi"" );",quels états bordent les états traversés par le mississippi
"SELECT border FROM border_info WHERE state_name IN ( SELECT traverse FROM river WHERE river_name = ""mississippi"" );",qui indique les états frontaliers à travers lesquels le mississippi traverse
"SELECT border FROM border_info WHERE state_name IN ( SELECT traverse FROM river WHERE river_name = ""mississippi"" );",quels états états frontaliers traversés par le mississippi
"SELECT state_name FROM border_info WHERE border = ""texas"" AND state_name IN ( SELECT traverse FROM river WHERE LENGTH > 750 );",quels états bordent le texas et ont une grande rivière
SELECT border FROM border_info WHERE state_name = ( SELECT state_name FROM state WHERE population = ( SELECT MAX ( population ) FROM state ) );,quels états bordent l'état le plus peuplé
SELECT border FROM border_info WHERE state_name = ( SELECT state_name FROM state WHERE population = ( SELECT MAX ( population ) FROM state ) );,quels sont les états qui bordent l'état avec la plus grande population
SELECT border FROM border_info WHERE state_name = ( SELECT state_name FROM state WHERE area = ( SELECT MIN ( area ) FROM state ) );,quels états bordent l'état avec la plus petite superficie
SELECT border FROM border_info WHERE state_name = ( SELECT state_name FROM state WHERE area = ( SELECT MIN ( area ) FROM state ) );,quels états bordent l'état avec la plus petite superficie
SELECT traverse FROM river WHERE LENGTH > 750;,quels états contiennent au moins un fleuve majeur
SELECT state_name FROM mountain;,où sont les montagnes
SELECT state_name FROM mountain WHERE mountain_altitude = ( SELECT MAX ( mountain_altitude ) FROM mountain );,où est la plus haute montagne des états-unis
SELECT state_name FROM mountain WHERE mountain_altitude = ( SELECT MAX ( mountain_altitude ) FROM mountain );,quel état a le plus haut sommet du pays
SELECT state_name FROM city WHERE population = ( SELECT MIN ( population ) FROM city );,où est la plus petite ville
SELECT density FROM state WHERE state_name IN ( SELECT traverse FROM river WHERE LENGTH = ( SELECT MAX ( LENGTH ) FROM river ) );,qui est la densité de l'état traversé par le plus grand fleuve des états-unis
"SELECT mountain_name FROM mountain WHERE mountain_altitude = ( SELECT MAX ( mountain_altitude ) FROM mountain WHERE state_name != ""alaska"" );",qui est le plus haut sommet pas en Alaska
"SELECT river_name FROM river WHERE river_name NOT IN ( SELECT river_name FROM river WHERE traverse = ""tennessee"" );",quelles rivières ne traversent pas le tennessee
"SELECT river_name FROM river WHERE river_name NOT IN ( SELECT river_name FROM river WHERE traverse = ""tennessee"" );",quelles rivières ne traversent pas le tennessee
"SELECT river_name FROM river WHERE country_name != ""usa"";",quelles rivières ne traversent pas les états-unis
"SELECT river_name FROM river WHERE traverse IN ( SELECT border FROM border_info WHERE state_name IN ( SELECT state_name FROM state WHERE capital = ""atlanta"" ) );",quelles rivières traversent les états qui bordent l'état avec la capitale atlanta
"SELECT river_name FROM river WHERE traverse IN ( SELECT border FROM border_info WHERE state_name IN ( SELECT state_name FROM state WHERE capital = ""atlanta"" ) );",quelles rivières traversent les états qui bordent l'état avec la capitale atlanta
SELECT city_name FROM city WHERE population = ( SELECT MIN ( t1.population ) FROM state AS t2 JOIN city AS t1 ON t2.capital = t1.city_name );,quelle capitale de l'état a la plus petite population
SELECT state_name FROM highlow WHERE highest_elevation = ( SELECT MAX ( highest_elevation ) FROM highlow );,quel état a la plus haute altitude
SELECT state_name FROM highlow WHERE highest_elevation = ( SELECT MAX ( highest_elevation ) FROM highlow );,quel état a le point le plus élevé
SELECT state_name FROM highlow WHERE highest_elevation = ( SELECT MAX ( highest_elevation ) FROM highlow );,quel état a la plus haute altitude
SELECT state_name FROM highlow WHERE highest_elevation = ( SELECT MAX ( highest_elevation ) FROM highlow );,dans quel état existe le point culminant des états-unis
SELECT state_name FROM highlow WHERE highest_elevation = ( SELECT MAX ( highest_elevation ) FROM highlow );,quel état a la plus haute altitude
SELECT state_name FROM highlow WHERE highest_elevation = ( SELECT MAX ( highest_elevation ) FROM highlow );,quel est l'état avec la plus haute altitude aux états-unis
SELECT state_name FROM highlow WHERE highest_elevation = ( SELECT MAX ( highest_elevation ) FROM highlow );,quel est l'état qui contient le point le plus haut
SELECT state_name FROM highlow WHERE highest_elevation = ( SELECT MAX ( highest_elevation ) FROM highlow );,quel état contient le point culminant des états-unis
SELECT state_name FROM highlow WHERE lowest_elevation = ( SELECT MIN ( lowest_elevation ) FROM highlow );,quel état a l'altitude la plus basse
SELECT state_name FROM highlow WHERE lowest_elevation = ( SELECT MIN ( lowest_elevation ) FROM highlow );,quel est le nom de l'état avec le point le plus bas
SELECT state_name FROM highlow WHERE lowest_elevation = ( SELECT MIN ( lowest_elevation ) FROM highlow );,quel est l'état avec le point le plus bas
"SELECT state_name FROM highlow WHERE lowest_elevation = ( SELECT MIN ( lowest_elevation ) FROM highlow WHERE state_name IN ( SELECT border FROM border_info WHERE state_name = ""idaho"" ) ) AND state_name IN ( SELECT border FROM border_info WHERE state_name = ""idaho"" );",quel état a le point le plus bas qui borde l'idaho
SELECT state_name FROM city GROUP BY state_name ORDER BY AVG ( population ) LIMIT 1;,quel état a la plus petite population urbaine moyenne
"SELECT state_name FROM mountain WHERE mountain_name = ""whitney"";",dans quel état se trouve mount whitney
"SELECT state_name FROM mountain WHERE mountain_name = ""whitney"";",dans quel état est le mont whitney
"SELECT state_name FROM mountain WHERE mountain_name = ""whitney"";",où est le mont Whitney
"SELECT state_name FROM mountain WHERE mountain_name = ""whitney"";",où se trouve le mont Whitney
SELECT traverse FROM river;,quels états ont un fleuve
SELECT traverse FROM river;,quels états ont des rivières qui les traversent
"SELECT state_name FROM city WHERE city_name = ""austin"" AND population > 150000;",quels états ont une grande ville nommée austin
"SELECT city_name FROM city WHERE population = ( SELECT MAX ( population ) FROM city WHERE state_name IN ( SELECT border FROM border_info WHERE state_name = ""california"" ) ) AND state_name IN ( SELECT border FROM border_info WHERE state_name = ""california"" );",quelle est la plus grande ville d'un état qui borde la californie
"SELECT city_name FROM city WHERE population = ( SELECT MAX ( population ) FROM city WHERE state_name IN ( SELECT border FROM border_info WHERE state_name = ""california"" ) ) AND state_name IN ( SELECT border FROM border_info WHERE state_name = ""california"" );",quelle est la plus grande ville des états qui bordent la californie
"SELECT COUNT ( river_name ) FROM river WHERE traverse NOT IN ( SELECT state_name FROM state WHERE capital = ""albany"" );",combien de rivières ne traversent pas l'état avec la capitale albany
"SELECT river_name FROM river WHERE LENGTH = ( SELECT MIN ( LENGTH ) FROM river WHERE traverse = ""texas"" ) AND traverse = ""texas"";",quelle est la rivière la plus courte du texas
SELECT city_name FROM city WHERE population > 150000 AND state_name = ( SELECT state_name FROM state WHERE area = ( SELECT MIN ( area ) FROM state ) );,quelles sont les principales villes du plus petit état des états-unis
"SELECT population FROM city WHERE city_name = ( SELECT capital FROM state WHERE area = ( SELECT MAX ( t1.area ) FROM state AS t1 JOIN river AS t2 ON t1.state_name = t2.traverse WHERE t2.river_name = ""mississippi"" ) );",quelle est la population de la capitale du plus grand état traversé par le mississippi
SELECT river_name FROM river WHERE LENGTH = ( SELECT MIN ( LENGTH ) FROM river );,quelle est la rivière la plus courte des états-unis
SELECT river_name FROM river WHERE LENGTH = ( SELECT MIN ( LENGTH ) FROM river );,quelle est la rivière la plus courte
SELECT river_name FROM river WHERE LENGTH = ( SELECT MIN ( LENGTH ) FROM river );,quelle est la rivière la plus courte des états-unis
SELECT river_name FROM river WHERE LENGTH = ( SELECT MIN ( LENGTH ) FROM river );,quelle est la rivière la plus courte des états-unis
SELECT river_name FROM river WHERE LENGTH = ( SELECT MIN ( LENGTH ) FROM river );,quelle est la rivière la plus courte
"SELECT capital FROM state WHERE state_name IN ( SELECT border FROM border_info WHERE state_name IN ( SELECT border FROM border_info WHERE state_name = ""texas"" ) );",quelle est la capitale de l'état qui borde l'état qui borde le texas
SELECT city_name FROM city WHERE population = ( SELECT MIN ( population ) FROM city WHERE state_name IN ( SELECT state_name FROM state WHERE area = ( SELECT MIN ( area ) FROM state ) ) ) AND state_name IN ( SELECT state_name FROM state WHERE area = ( SELECT MIN ( area ) FROM state ) );,quelle est la plus petite ville du plus petit état des états-unis
"SELECT population FROM state WHERE area = ( SELECT MAX ( area ) FROM state WHERE state_name IN ( SELECT border FROM border_info WHERE state_name = ""texas"" ) ) AND state_name IN ( SELECT border FROM border_info WHERE state_name = ""texas"" );",quelle est la population du plus grand état qui borde le texas
"SELECT state_name FROM state WHERE capital = ""salem"";",de quel état salem est la capitale
"SELECT state_name FROM state WHERE capital = ""salem"";",quelle est la capitale de l'état de salem
"SELECT state_name FROM state WHERE capital = ""salem"";",salem est la capitale de quel état
"SELECT state_name FROM state WHERE capital = ""salem"";",quel état a la capitale salem
SELECT river_name FROM river WHERE traverse IN ( SELECT state_name FROM state WHERE population = ( SELECT MAX ( population ) FROM state ) );,quelles rivières traversent l'état avec la plus grande population
SELECT state_name FROM state WHERE area = ( SELECT MAX ( area ) FROM state WHERE state_name IN ( SELECT state_name FROM border_info WHERE border IN ( SELECT state_name FROM state WHERE population = ( SELECT MAX ( population ) FROM state ) ) ) ) AND state_name IN ( SELECT state_name FROM border_info WHERE border IN ( SELECT state_name FROM state WHERE population = ( SELECT MAX ( population ) FROM state ) ) );,quel est le plus grand état qui borde l'état le plus peuplé
